,logical_operation,text,text_index,lo_index
503,"('s3', 's9', 's6', 's4')",s3,503,0
504,"('s3', 's9', 's6', 's4')",s9,504,1
505,"('s3', 's9', 's6', 's4')",s6,505,2
506,"('s3', 's9', 's6', 's4')",s4,506,3
507,"('s5', 's7', 's4', 's9', 's8')",s5,507,0
508,"('s5', 's7', 's4', 's9', 's8')",s7,508,1
509,"('s5', 's7', 's4', 's9', 's8')",s4,509,2
510,"('s5', 's7', 's4', 's9', 's8')",s9,510,3
511,"('s5', 's7', 's4', 's9', 's8')",s8,511,4
512,"('s3', 's9', 's6', 's4')",s3,512,0
513,"('s3', 's9', 's6', 's4')",s9,513,1
514,"('s3', 's9', 's6', 's4')",s6,514,2
515,"('s3', 's9', 's6', 's4')",s4,515,3
516,"('s3', 's9', 's6', 's4')",s3,516,0
517,"('s3', 's9', 's6', 's4')",s9,517,1
518,"('s3', 's9', 's6', 's4')",s6,518,2
519,"('s3', 's9', 's6', 's4')",s4,519,3
520,"('s2', 's8', 's5')",s2,520,0
521,"('s2', 's8', 's5')",s8,521,1
522,"('s2', 's8', 's5')",s5,522,2
523,"('s0', 's0', 's8', 's3')",s0,523,0
524,"('s0', 's0', 's8', 's3')",s0,524,1
525,"('s0', 's0', 's8', 's3')",s8,525,2
526,"('s0', 's0', 's8', 's3')",s3,526,3
527,"('s0', 's0', 's8', 's3')",s0,527,0
528,"('s0', 's0', 's8', 's3')",s0,528,1
529,"('s0', 's0', 's8', 's3')",s8,529,2
530,"('s0', 's0', 's8', 's3')",s3,530,3
531,"('s0', 's0', 's8', 's3')",s0,531,0
532,"('s0', 's0', 's8', 's3')",s0,532,1
533,"('s0', 's0', 's8', 's3')",s8,533,2
534,"('s0', 's0', 's8', 's3')",s3,534,3
535,"('s0', 's0', 's8', 's3')",s0,535,0
536,"('s0', 's0', 's8', 's3')",s0,536,1
537,"('s0', 's0', 's8', 's3')",s8,537,2
538,"('s0', 's0', 's8', 's3')",s3,538,3
539,"('s5', 's7', 's4', 's9', 's8')",s5,539,0
540,"('s5', 's7', 's4', 's9', 's8')",s7,540,1
541,"('s5', 's7', 's4', 's9', 's8')",s4,541,2
542,"('s5', 's7', 's4', 's9', 's8')",s9,542,3
543,"('s5', 's7', 's4', 's9', 's8')",s8,543,4
544,"('s0', 's0', 's8', 's3')",s0,544,0
545,"('s0', 's0', 's8', 's3')",s0,545,1
546,"('s0', 's0', 's8', 's3')",s8,546,2
547,"('s0', 's0', 's8', 's3')",s3,547,3
548,"('s3', 's9', 's6', 's4')",s3,548,0
549,"('s3', 's9', 's6', 's4')",s9,549,1
550,"('s3', 's9', 's6', 's4')",s6,550,2
551,"('s3', 's9', 's6', 's4')",s4,551,3
552,"('s2', 's8', 's5')",s2,552,0
553,"('s2', 's8', 's5')",s8,553,1
554,"('s2', 's8', 's5')",s5,554,2
555,"('s5', 's7', 's4', 's9', 's8')",s5,555,0
556,"('s5', 's7', 's4', 's9', 's8')",s7,556,1
557,"('s5', 's7', 's4', 's9', 's8')",s4,557,2
558,"('s5', 's7', 's4', 's9', 's8')",s9,558,3
559,"('s5', 's7', 's4', 's9', 's8')",s8,559,4
560,"('s2', 's8', 's5')",s2,560,0
561,"('s2', 's8', 's5')",s8,561,1
562,"('s2', 's8', 's5')",s5,562,2
563,"('s0', 's0', 's8', 's3')",s0,563,0
564,"('s0', 's0', 's8', 's3')",s0,564,1
565,"('s0', 's0', 's8', 's3')",s8,565,2
566,"('s0', 's0', 's8', 's3')",s3,566,3
567,"('s5', 's7', 's4', 's9', 's8')",s5,567,0
568,"('s5', 's7', 's4', 's9', 's8')",s7,568,1
569,"('s5', 's7', 's4', 's9', 's8')",s4,569,2
570,"('s5', 's7', 's4', 's9', 's8')",s9,570,3
571,"('s5', 's7', 's4', 's9', 's8')",s8,571,4
572,"('s2', 's8', 's5')",s2,572,0
573,"('s2', 's8', 's5')",s8,573,1
574,"('s2', 's8', 's5')",s5,574,2
575,"('s2', 's8', 's5')",s2,575,0
576,"('s2', 's8', 's5')",s8,576,1
577,"('s2', 's8', 's5')",s5,577,2
578,"('s3', 's9', 's6', 's4')",s3,578,0
579,"('s3', 's9', 's6', 's4')",s9,579,1
580,"('s3', 's9', 's6', 's4')",s6,580,2
581,"('s3', 's9', 's6', 's4')",s4,581,3
582,"('s5', 's7', 's4', 's9', 's8')",s5,582,0
583,"('s5', 's7', 's4', 's9', 's8')",s7,583,1
584,"('s5', 's7', 's4', 's9', 's8')",s4,584,2
585,"('s5', 's7', 's4', 's9', 's8')",s9,585,3
586,"('s5', 's7', 's4', 's9', 's8')",s8,586,4
587,"('s5', 's7', 's4', 's9', 's8')",s5,587,0
588,"('s5', 's7', 's4', 's9', 's8')",s7,588,1
589,"('s5', 's7', 's4', 's9', 's8')",s4,589,2
590,"('s5', 's7', 's4', 's9', 's8')",s9,590,3
591,"('s5', 's7', 's4', 's9', 's8')",s8,591,4
592,"('s5', 's7', 's4', 's9', 's8')",s5,592,0
593,"('s5', 's7', 's4', 's9', 's8')",s7,593,1
594,"('s5', 's7', 's4', 's9', 's8')",s4,594,2
595,"('s5', 's7', 's4', 's9', 's8')",s9,595,3
596,"('s5', 's7', 's4', 's9', 's8')",s8,596,4
597,"('s5', 's7', 's4', 's9', 's8')",s5,597,0
598,"('s5', 's7', 's4', 's9', 's8')",s7,598,1
599,"('s5', 's7', 's4', 's9', 's8')",s4,599,2
600,"('s5', 's7', 's4', 's9', 's8')",s9,600,3
601,"('s5', 's7', 's4', 's9', 's8')",s8,601,4
602,"('s0', 's0', 's8', 's3')",s0,602,0
603,"('s0', 's0', 's8', 's3')",s0,603,1
604,"('s0', 's0', 's8', 's3')",s8,604,2
605,"('s0', 's0', 's8', 's3')",s3,605,3
606,"('s3', 's9', 's6', 's4')",s3,606,0
607,"('s3', 's9', 's6', 's4')",s9,607,1
608,"('s3', 's9', 's6', 's4')",s6,608,2
609,"('s3', 's9', 's6', 's4')",s4,609,3
610,"('s0', 's0', 's8', 's3')",s0,610,0
611,"('s0', 's0', 's8', 's3')",s0,611,1
612,"('s0', 's0', 's8', 's3')",s8,612,2
613,"('s0', 's0', 's8', 's3')",s3,613,3
614,"('s2', 's8', 's5')",s2,614,0
615,"('s2', 's8', 's5')",s8,615,1
616,"('s2', 's8', 's5')",s5,616,2
617,"('s7', 's3', 's4', 's1')",s7,617,0
618,"('s7', 's3', 's4', 's1')",s3,618,1
619,"('s7', 's3', 's4', 's1')",s4,619,2
620,"('s7', 's3', 's4', 's1')",s1,620,3
621,"('s0', 's0', 's8', 's3')",s0,621,0
622,"('s0', 's0', 's8', 's3')",s0,622,1
623,"('s0', 's0', 's8', 's3')",s8,623,2
624,"('s0', 's0', 's8', 's3')",s3,624,3
625,"('s2', 's8', 's5')",s2,625,0
626,"('s2', 's8', 's5')",s8,626,1
627,"('s2', 's8', 's5')",s5,627,2
628,"('s2', 's8', 's5')",s2,628,0
629,"('s2', 's8', 's5')",s8,629,1
630,"('s2', 's8', 's5')",s5,630,2
631,"('s3', 's9', 's6', 's4')",s3,631,0
632,"('s3', 's9', 's6', 's4')",s9,632,1
633,"('s3', 's9', 's6', 's4')",s6,633,2
634,"('s3', 's9', 's6', 's4')",s4,634,3
635,"('s2', 's8', 's5')",s2,635,0
636,"('s2', 's8', 's5')",s8,636,1
637,"('s2', 's8', 's5')",s5,637,2
638,"('s0', 's0', 's8', 's3')",s0,638,0
639,"('s0', 's0', 's8', 's3')",s0,639,1
640,"('s0', 's0', 's8', 's3')",s8,640,2
641,"('s0', 's0', 's8', 's3')",s3,641,3
642,"('s5', 's7', 's4', 's9', 's8')",s5,642,0
643,"('s5', 's7', 's4', 's9', 's8')",s7,643,1
644,"('s5', 's7', 's4', 's9', 's8')",s4,644,2
645,"('s5', 's7', 's4', 's9', 's8')",s9,645,3
646,"('s5', 's7', 's4', 's9', 's8')",s8,646,4
647,"('s0', 's0', 's8', 's3')",s0,647,0
648,"('s0', 's0', 's8', 's3')",s0,648,1
649,"('s0', 's0', 's8', 's3')",s8,649,2
650,"('s0', 's0', 's8', 's3')",s3,650,3
651,"('s0', 's0', 's8', 's3')",s0,651,0
652,"('s0', 's0', 's8', 's3')",s0,652,1
653,"('s0', 's0', 's8', 's3')",s8,653,2
654,"('s0', 's0', 's8', 's3')",s3,654,3
655,"('s3', 's9', 's6', 's4')",s3,655,0
656,"('s3', 's9', 's6', 's4')",s9,656,1
657,"('s3', 's9', 's6', 's4')",s6,657,2
658,"('s3', 's9', 's6', 's4')",s4,658,3
659,"('s7', 's3', 's4', 's1')",s7,659,0
660,"('s7', 's3', 's4', 's1')",s3,660,1
661,"('s7', 's3', 's4', 's1')",s4,661,2
662,"('s7', 's3', 's4', 's1')",s1,662,3
663,"('s5', 's7', 's4', 's9', 's8')",s5,663,0
664,"('s5', 's7', 's4', 's9', 's8')",s7,664,1
665,"('s5', 's7', 's4', 's9', 's8')",s4,665,2
666,"('s5', 's7', 's4', 's9', 's8')",s9,666,3
667,"('s5', 's7', 's4', 's9', 's8')",s8,667,4
668,"('s3', 's9', 's6', 's4')",s3,668,0
669,"('s3', 's9', 's6', 's4')",s9,669,1
670,"('s3', 's9', 's6', 's4')",s6,670,2
671,"('s3', 's9', 's6', 's4')",s4,671,3
672,"('s0', 's0', 's8', 's3')",s0,672,0
673,"('s0', 's0', 's8', 's3')",s0,673,1
674,"('s0', 's0', 's8', 's3')",s8,674,2
675,"('s0', 's0', 's8', 's3')",s3,675,3
676,"('s5', 's7', 's4', 's9', 's8')",s5,676,0
677,"('s5', 's7', 's4', 's9', 's8')",s7,677,1
678,"('s5', 's7', 's4', 's9', 's8')",s4,678,2
679,"('s5', 's7', 's4', 's9', 's8')",s9,679,3
680,"('s5', 's7', 's4', 's9', 's8')",s8,680,4
681,"('s2', 's8', 's5')",s2,681,0
682,"('s2', 's8', 's5')",s8,682,1
683,"('s2', 's8', 's5')",s5,683,2
684,"('s3', 's9', 's6', 's4')",s3,684,0
685,"('s3', 's9', 's6', 's4')",s9,685,1
686,"('s3', 's9', 's6', 's4')",s6,686,2
687,"('s3', 's9', 's6', 's4')",s4,687,3
688,"('s2', 's8', 's5')",s2,688,0
689,"('s2', 's8', 's5')",s8,689,1
690,"('s2', 's8', 's5')",s5,690,2
691,"('s3', 's9', 's6', 's4')",s3,691,0
692,"('s3', 's9', 's6', 's4')",s9,692,1
693,"('s3', 's9', 's6', 's4')",s6,693,2
694,"('s3', 's9', 's6', 's4')",s4,694,3
695,"('s0', 's0', 's8', 's3')",s0,695,0
696,"('s0', 's0', 's8', 's3')",s0,696,1
697,"('s0', 's0', 's8', 's3')",s8,697,2
698,"('s0', 's0', 's8', 's3')",s3,698,3
699,"('s5', 's7', 's4', 's9', 's8')",s5,699,0
700,"('s5', 's7', 's4', 's9', 's8')",s7,700,1
701,"('s5', 's7', 's4', 's9', 's8')",s4,701,2
702,"('s5', 's7', 's4', 's9', 's8')",s9,702,3
703,"('s5', 's7', 's4', 's9', 's8')",s8,703,4
704,"('s0', 's0', 's8', 's3')",s0,704,0
705,"('s0', 's0', 's8', 's3')",s0,705,1
706,"('s0', 's0', 's8', 's3')",s8,706,2
707,"('s0', 's0', 's8', 's3')",s3,707,3
708,"('s0', 's0', 's8', 's3')",s0,708,0
709,"('s0', 's0', 's8', 's3')",s0,709,1
710,"('s0', 's0', 's8', 's3')",s8,710,2
711,"('s0', 's0', 's8', 's3')",s3,711,3
712,"('s5', 's7', 's4', 's9', 's8')",s5,712,0
713,"('s5', 's7', 's4', 's9', 's8')",s7,713,1
714,"('s5', 's7', 's4', 's9', 's8')",s4,714,2
715,"('s5', 's7', 's4', 's9', 's8')",s9,715,3
716,"('s5', 's7', 's4', 's9', 's8')",s8,716,4
717,"('s0', 's0', 's8', 's3')",s0,717,0
718,"('s0', 's0', 's8', 's3')",s0,718,1
719,"('s0', 's0', 's8', 's3')",s8,719,2
720,"('s0', 's0', 's8', 's3')",s3,720,3
721,"('s3', 's9', 's6', 's4')",s3,721,0
722,"('s3', 's9', 's6', 's4')",s9,722,1
723,"('s3', 's9', 's6', 's4')",s6,723,2
724,"('s3', 's9', 's6', 's4')",s4,724,3
725,"('s2', 's8', 's5')",s2,725,0
726,"('s2', 's8', 's5')",s8,726,1
727,"('s2', 's8', 's5')",s5,727,2
728,"('s5', 's7', 's4', 's9', 's8')",s5,728,0
729,"('s5', 's7', 's4', 's9', 's8')",s7,729,1
730,"('s5', 's7', 's4', 's9', 's8')",s4,730,2
731,"('s5', 's7', 's4', 's9', 's8')",s9,731,3
732,"('s5', 's7', 's4', 's9', 's8')",s8,732,4
733,"('s2', 's8', 's5')",s2,733,0
734,"('s2', 's8', 's5')",s8,734,1
735,"('s2', 's8', 's5')",s5,735,2
736,"('s0', 's0', 's8', 's3')",s0,736,0
737,"('s0', 's0', 's8', 's3')",s0,737,1
738,"('s0', 's0', 's8', 's3')",s8,738,2
739,"('s0', 's0', 's8', 's3')",s3,739,3
740,"('s0', 's0', 's8', 's3')",s0,740,0
741,"('s0', 's0', 's8', 's3')",s0,741,1
742,"('s0', 's0', 's8', 's3')",s8,742,2
743,"('s0', 's0', 's8', 's3')",s3,743,3
744,"('s5', 's7', 's4', 's9', 's8')",s5,744,0
745,"('s5', 's7', 's4', 's9', 's8')",s7,745,1
746,"('s5', 's7', 's4', 's9', 's8')",s4,746,2
747,"('s5', 's7', 's4', 's9', 's8')",s9,747,3
748,"('s5', 's7', 's4', 's9', 's8')",s8,748,4
749,"('s2', 's8', 's5')",s2,749,0
750,"('s2', 's8', 's5')",s8,750,1
751,"('s2', 's8', 's5')",s5,751,2
752,"('s5', 's7', 's4', 's9', 's8')",s5,752,0
753,"('s5', 's7', 's4', 's9', 's8')",s7,753,1
754,"('s5', 's7', 's4', 's9', 's8')",s4,754,2
755,"('s5', 's7', 's4', 's9', 's8')",s9,755,3
756,"('s5', 's7', 's4', 's9', 's8')",s8,756,4
757,"('s0', 's0', 's8', 's3')",s0,757,0
758,"('s0', 's0', 's8', 's3')",s0,758,1
759,"('s0', 's0', 's8', 's3')",s8,759,2
760,"('s0', 's0', 's8', 's3')",s3,760,3
761,"('s7', 's3', 's4', 's1')",s7,761,0
762,"('s7', 's3', 's4', 's1')",s3,762,1
763,"('s7', 's3', 's4', 's1')",s4,763,2
764,"('s7', 's3', 's4', 's1')",s1,764,3
765,"('s3', 's9', 's6', 's4')",s3,765,0
766,"('s3', 's9', 's6', 's4')",s9,766,1
767,"('s3', 's9', 's6', 's4')",s6,767,2
768,"('s3', 's9', 's6', 's4')",s4,768,3
769,"('s3', 's9', 's6', 's4')",s3,769,0
770,"('s3', 's9', 's6', 's4')",s9,770,1
771,"('s3', 's9', 's6', 's4')",s6,771,2
772,"('s3', 's9', 's6', 's4')",s4,772,3
773,"('s5', 's7', 's4', 's9', 's8')",s5,773,0
774,"('s5', 's7', 's4', 's9', 's8')",s7,774,1
775,"('s5', 's7', 's4', 's9', 's8')",s4,775,2
776,"('s5', 's7', 's4', 's9', 's8')",s9,776,3
777,"('s5', 's7', 's4', 's9', 's8')",s8,777,4
778,"('s0', 's0', 's8', 's3')",s0,778,0
779,"('s0', 's0', 's8', 's3')",s0,779,1
780,"('s0', 's0', 's8', 's3')",s8,780,2
781,"('s0', 's0', 's8', 's3')",s3,781,3
782,"('s0', 's0', 's8', 's3')",s0,782,0
783,"('s0', 's0', 's8', 's3')",s0,783,1
784,"('s0', 's0', 's8', 's3')",s8,784,2
785,"('s0', 's0', 's8', 's3')",s3,785,3
786,"('s7', 's3', 's4', 's1')",s7,786,0
787,"('s7', 's3', 's4', 's1')",s3,787,1
788,"('s7', 's3', 's4', 's1')",s4,788,2
789,"('s7', 's3', 's4', 's1')",s1,789,3
790,"('s0', 's0', 's8', 's3')",s0,790,0
791,"('s0', 's0', 's8', 's3')",s0,791,1
792,"('s0', 's0', 's8', 's3')",s8,792,2
793,"('s0', 's0', 's8', 's3')",s3,793,3
794,"('s5', 's7', 's4', 's9', 's8')",s5,794,0
795,"('s5', 's7', 's4', 's9', 's8')",s7,795,1
796,"('s5', 's7', 's4', 's9', 's8')",s4,796,2
797,"('s5', 's7', 's4', 's9', 's8')",s9,797,3
798,"('s5', 's7', 's4', 's9', 's8')",s8,798,4
799,"('s0', 's0', 's8', 's3')",s0,799,0
800,"('s0', 's0', 's8', 's3')",s0,800,1
801,"('s0', 's0', 's8', 's3')",s8,801,2
802,"('s0', 's0', 's8', 's3')",s3,802,3
803,"('s7', 's3', 's4', 's1')",s7,803,0
804,"('s7', 's3', 's4', 's1')",s3,804,1
805,"('s7', 's3', 's4', 's1')",s4,805,2
806,"('s7', 's3', 's4', 's1')",s1,806,3
807,"('s5', 's7', 's4', 's9', 's8')",s5,807,0
808,"('s5', 's7', 's4', 's9', 's8')",s7,808,1
809,"('s5', 's7', 's4', 's9', 's8')",s4,809,2
810,"('s5', 's7', 's4', 's9', 's8')",s9,810,3
811,"('s5', 's7', 's4', 's9', 's8')",s8,811,4
812,"('s2', 's8', 's5')",s2,812,0
813,"('s2', 's8', 's5')",s8,813,1
814,"('s2', 's8', 's5')",s5,814,2
815,"('s0', 's0', 's8', 's3')",s0,815,0
816,"('s0', 's0', 's8', 's3')",s0,816,1
817,"('s0', 's0', 's8', 's3')",s8,817,2
818,"('s0', 's0', 's8', 's3')",s3,818,3
819,"('s2', 's8', 's5')",s2,819,0
820,"('s2', 's8', 's5')",s8,820,1
821,"('s2', 's8', 's5')",s5,821,2
822,"('s7', 's3', 's4', 's1')",s7,822,0
823,"('s7', 's3', 's4', 's1')",s3,823,1
824,"('s7', 's3', 's4', 's1')",s4,824,2
825,"('s7', 's3', 's4', 's1')",s1,825,3
826,"('s3', 's9', 's6', 's4')",s3,826,0
827,"('s3', 's9', 's6', 's4')",s9,827,1
828,"('s3', 's9', 's6', 's4')",s6,828,2
829,"('s3', 's9', 's6', 's4')",s4,829,3
830,"('s0', 's0', 's8', 's3')",s0,830,0
831,"('s0', 's0', 's8', 's3')",s0,831,1
832,"('s0', 's0', 's8', 's3')",s8,832,2
833,"('s0', 's0', 's8', 's3')",s3,833,3
834,"('s0', 's0', 's8', 's3')",s0,834,0
835,"('s0', 's0', 's8', 's3')",s0,835,1
836,"('s0', 's0', 's8', 's3')",s8,836,2
837,"('s0', 's0', 's8', 's3')",s3,837,3
838,"('s7', 's3', 's4', 's1')",s7,838,0
839,"('s7', 's3', 's4', 's1')",s3,839,1
840,"('s7', 's3', 's4', 's1')",s4,840,2
841,"('s7', 's3', 's4', 's1')",s1,841,3
842,"('s5', 's7', 's4', 's9', 's8')",s5,842,0
843,"('s5', 's7', 's4', 's9', 's8')",s7,843,1
844,"('s5', 's7', 's4', 's9', 's8')",s4,844,2
845,"('s5', 's7', 's4', 's9', 's8')",s9,845,3
846,"('s5', 's7', 's4', 's9', 's8')",s8,846,4
847,"('s7', 's3', 's4', 's1')",s7,847,0
848,"('s7', 's3', 's4', 's1')",s3,848,1
849,"('s7', 's3', 's4', 's1')",s4,849,2
850,"('s7', 's3', 's4', 's1')",s1,850,3
851,"('s3', 's9', 's6', 's4')",s3,851,0
852,"('s3', 's9', 's6', 's4')",s9,852,1
853,"('s3', 's9', 's6', 's4')",s6,853,2
854,"('s3', 's9', 's6', 's4')",s4,854,3
855,"('s0', 's0', 's8', 's3')",s0,855,0
856,"('s0', 's0', 's8', 's3')",s0,856,1
857,"('s0', 's0', 's8', 's3')",s8,857,2
858,"('s0', 's0', 's8', 's3')",s3,858,3
859,"('s0', 's0', 's8', 's3')",s0,859,0
860,"('s0', 's0', 's8', 's3')",s0,860,1
861,"('s0', 's0', 's8', 's3')",s8,861,2
862,"('s0', 's0', 's8', 's3')",s3,862,3
863,"('s0', 's0', 's8', 's3')",s0,863,0
864,"('s0', 's0', 's8', 's3')",s0,864,1
865,"('s0', 's0', 's8', 's3')",s8,865,2
866,"('s0', 's0', 's8', 's3')",s3,866,3
867,"('s5', 's7', 's4', 's9', 's8')",s5,867,0
868,"('s5', 's7', 's4', 's9', 's8')",s7,868,1
869,"('s5', 's7', 's4', 's9', 's8')",s4,869,2
870,"('s5', 's7', 's4', 's9', 's8')",s9,870,3
871,"('s5', 's7', 's4', 's9', 's8')",s8,871,4
872,"('s5', 's7', 's4', 's9', 's8')",s5,872,0
873,"('s5', 's7', 's4', 's9', 's8')",s7,873,1
874,"('s5', 's7', 's4', 's9', 's8')",s4,874,2
875,"('s5', 's7', 's4', 's9', 's8')",s9,875,3
876,"('s5', 's7', 's4', 's9', 's8')",s8,876,4
877,"('s0', 's0', 's8', 's3')",s0,877,0
878,"('s0', 's0', 's8', 's3')",s0,878,1
879,"('s0', 's0', 's8', 's3')",s8,879,2
880,"('s0', 's0', 's8', 's3')",s3,880,3
881,"('s0', 's0', 's8', 's3')",s0,881,0
882,"('s0', 's0', 's8', 's3')",s0,882,1
883,"('s0', 's0', 's8', 's3')",s8,883,2
884,"('s0', 's0', 's8', 's3')",s3,884,3
885,"('s0', 's0', 's8', 's3')",s0,885,0
886,"('s0', 's0', 's8', 's3')",s0,886,1
887,"('s0', 's0', 's8', 's3')",s8,887,2
888,"('s0', 's0', 's8', 's3')",s3,888,3
889,"('s3', 's9', 's6', 's4')",s3,889,0
890,"('s3', 's9', 's6', 's4')",s9,890,1
891,"('s3', 's9', 's6', 's4')",s6,891,2
892,"('s3', 's9', 's6', 's4')",s4,892,3
893,"('s5', 's7', 's4', 's9', 's8')",s5,893,0
894,"('s5', 's7', 's4', 's9', 's8')",s7,894,1
895,"('s5', 's7', 's4', 's9', 's8')",s4,895,2
896,"('s5', 's7', 's4', 's9', 's8')",s9,896,3
897,"('s5', 's7', 's4', 's9', 's8')",s8,897,4
898,"('s3', 's9', 's6', 's4')",s3,898,0
899,"('s3', 's9', 's6', 's4')",s9,899,1
900,"('s3', 's9', 's6', 's4')",s6,900,2
901,"('s3', 's9', 's6', 's4')",s4,901,3
902,"('s0', 's0', 's8', 's3')",s0,902,0
903,"('s0', 's0', 's8', 's3')",s0,903,1
904,"('s0', 's0', 's8', 's3')",s8,904,2
905,"('s0', 's0', 's8', 's3')",s3,905,3
906,"('s0', 's0', 's8', 's3')",s0,906,0
907,"('s0', 's0', 's8', 's3')",s0,907,1
908,"('s0', 's0', 's8', 's3')",s8,908,2
909,"('s0', 's0', 's8', 's3')",s3,909,3
910,"('s5', 's7', 's4', 's9', 's8')",s5,910,0
911,"('s5', 's7', 's4', 's9', 's8')",s7,911,1
912,"('s5', 's7', 's4', 's9', 's8')",s4,912,2
913,"('s5', 's7', 's4', 's9', 's8')",s9,913,3
914,"('s5', 's7', 's4', 's9', 's8')",s8,914,4
915,"('s2', 's8', 's5')",s2,915,0
916,"('s2', 's8', 's5')",s8,916,1
917,"('s2', 's8', 's5')",s5,917,2
918,"('s0', 's0', 's8', 's3')",s0,918,0
919,"('s0', 's0', 's8', 's3')",s0,919,1
920,"('s0', 's0', 's8', 's3')",s8,920,2
921,"('s0', 's0', 's8', 's3')",s3,921,3
922,"('s3', 's9', 's6', 's4')",s3,922,0
923,"('s3', 's9', 's6', 's4')",s9,923,1
924,"('s3', 's9', 's6', 's4')",s6,924,2
925,"('s3', 's9', 's6', 's4')",s4,925,3
926,"('s0', 's0', 's8', 's3')",s0,926,0
927,"('s0', 's0', 's8', 's3')",s0,927,1
928,"('s0', 's0', 's8', 's3')",s8,928,2
929,"('s0', 's0', 's8', 's3')",s3,929,3
930,"('s2', 's8', 's5')",s2,930,0
931,"('s2', 's8', 's5')",s8,931,1
932,"('s2', 's8', 's5')",s5,932,2
933,"('s7', 's3', 's4', 's1')",s7,933,0
934,"('s7', 's3', 's4', 's1')",s3,934,1
935,"('s7', 's3', 's4', 's1')",s4,935,2
936,"('s7', 's3', 's4', 's1')",s1,936,3
937,"('s5', 's7', 's4', 's9', 's8')",s5,937,0
938,"('s5', 's7', 's4', 's9', 's8')",s7,938,1
939,"('s5', 's7', 's4', 's9', 's8')",s4,939,2
940,"('s5', 's7', 's4', 's9', 's8')",s9,940,3
941,"('s5', 's7', 's4', 's9', 's8')",s8,941,4
942,"('s0', 's0', 's8', 's3')",s0,942,0
943,"('s0', 's0', 's8', 's3')",s0,943,1
944,"('s0', 's0', 's8', 's3')",s8,944,2
945,"('s0', 's0', 's8', 's3')",s3,945,3
946,"('s2', 's8', 's5')",s2,946,0
947,"('s2', 's8', 's5')",s8,947,1
948,"('s2', 's8', 's5')",s5,948,2
949,"('s7', 's3', 's4', 's1')",s7,949,0
950,"('s7', 's3', 's4', 's1')",s3,950,1
951,"('s7', 's3', 's4', 's1')",s4,951,2
952,"('s7', 's3', 's4', 's1')",s1,952,3
953,"('s0', 's0', 's8', 's3')",s0,953,0
954,"('s0', 's0', 's8', 's3')",s0,954,1
955,"('s0', 's0', 's8', 's3')",s8,955,2
956,"('s0', 's0', 's8', 's3')",s3,956,3
957,"('s0', 's0', 's8', 's3')",s0,957,0
958,"('s0', 's0', 's8', 's3')",s0,958,1
959,"('s0', 's0', 's8', 's3')",s8,959,2
960,"('s0', 's0', 's8', 's3')",s3,960,3
961,"('s2', 's8', 's5')",s2,961,0
962,"('s2', 's8', 's5')",s8,962,1
963,"('s2', 's8', 's5')",s5,963,2
964,"('s2', 's8', 's5')",s2,964,0
965,"('s2', 's8', 's5')",s8,965,1
966,"('s2', 's8', 's5')",s5,966,2
967,"('s0', 's0', 's8', 's3')",s0,967,0
968,"('s0', 's0', 's8', 's3')",s0,968,1
969,"('s0', 's0', 's8', 's3')",s8,969,2
970,"('s0', 's0', 's8', 's3')",s3,970,3
971,"('s2', 's8', 's5')",s2,971,0
972,"('s2', 's8', 's5')",s8,972,1
973,"('s2', 's8', 's5')",s5,973,2
974,"('s7', 's3', 's4', 's1')",s7,974,0
975,"('s7', 's3', 's4', 's1')",s3,975,1
976,"('s7', 's3', 's4', 's1')",s4,976,2
977,"('s7', 's3', 's4', 's1')",s1,977,3
978,"('s3', 's9', 's6', 's4')",s3,978,0
979,"('s3', 's9', 's6', 's4')",s9,979,1
980,"('s3', 's9', 's6', 's4')",s6,980,2
981,"('s3', 's9', 's6', 's4')",s4,981,3
982,"('s0', 's0', 's8', 's3')",s0,982,0
983,"('s0', 's0', 's8', 's3')",s0,983,1
984,"('s0', 's0', 's8', 's3')",s8,984,2
985,"('s0', 's0', 's8', 's3')",s3,985,3
986,"('s3', 's9', 's6', 's4')",s3,986,0
987,"('s3', 's9', 's6', 's4')",s9,987,1
988,"('s3', 's9', 's6', 's4')",s6,988,2
989,"('s3', 's9', 's6', 's4')",s4,989,3
990,"('s2', 's8', 's5')",s2,990,0
991,"('s2', 's8', 's5')",s8,991,1
992,"('s2', 's8', 's5')",s5,992,2
993,"('s0', 's0', 's8', 's3')",s0,993,0
994,"('s0', 's0', 's8', 's3')",s0,994,1
995,"('s0', 's0', 's8', 's3')",s8,995,2
996,"('s0', 's0', 's8', 's3')",s3,996,3
997,"('s7', 's3', 's4', 's1')",s7,997,0
998,"('s7', 's3', 's4', 's1')",s3,998,1
999,"('s7', 's3', 's4', 's1')",s4,999,2
1000,"('s7', 's3', 's4', 's1')",s1,1000,3
1001,"('s0', 's0', 's8', 's3')",s0,1001,0
1002,"('s0', 's0', 's8', 's3')",s0,1002,1
1003,"('s0', 's0', 's8', 's3')",s8,1003,2
1004,"('s0', 's0', 's8', 's3')",s3,1004,3
1005,"('s0', 's0', 's8', 's3')",s0,1005,0
1006,"('s0', 's0', 's8', 's3')",s0,1006,1
1007,"('s0', 's0', 's8', 's3')",s8,1007,2
1008,"('s0', 's0', 's8', 's3')",s3,1008,3
1009,"('s7', 's3', 's4', 's1')",s7,1009,0
1010,"('s7', 's3', 's4', 's1')",s3,1010,1
